brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,therapeutic_area_encoded
BRAND_5F0D,1.237983770287141,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2014-12-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.050796256907114,0.0028349819359166,2.5200463809481337,1.6405575557634626,1.985074626865672,THER_AREA_96D7,1.0350668125491564,9
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-01-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.054428645600042,1.1044776119402986,THER_AREA_96D7,1.025084091143642,9
BRAND_12B2,1.2314294631710363,-1.0,BRAND_12B2_COUNTRY_5180,CORP_8E0A,COUNTRY_5180,2015-01-01,2015-01-01,DRUG_ID_4C1D,-1,"['IND_F338', 'IND_5D13']",1.933333333333333,1.0508341312681644,0.0070105452894052,1.403380457565892,1.0964991839696825,1.985074626865672,THER_AREA_96D7,1.0021334266970372,9
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-01-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.6376502601718184,1.985074626865672,THER_AREA_96D7,1.0449771708274318,9
BRAND_45CE,1.0113920099875156,1.0670574691096018,BRAND_45CE_COUNTRY_4647,CORP_01C7,COUNTRY_4647,2015-01-01,2015-01-01,DRUG_ID_AB4A,2003-11-01 00:00:00,['IND_10F9'],1.1866666666666668,3.0843657228770502,5.611030474742694e-05,-1.0,1.195561258199925,1.2388059701492538,THER_AREA_96D7,1.0939425587440688,9
BRAND_354E,1.2314294631710363,-1.0,BRAND_354E_COUNTRY_5180,CORP_D524,COUNTRY_5180,2015-01-01,2015-01-01,DRUG_ID_8795,-1,['IND_C3B6'],1.933333333333333,1.0508341312681644,0.0283048284653487,1.006674694138459,1.0090547063173303,1.985074626865672,THER_AREA_980E,1.011134020113006,10
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-01-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,1.9180548369494792,1.985074626865672,THER_AREA_96D7,1.019527314501491,9
BRAND_354E,1.2314294631710363,-1.0,BRAND_354E_COUNTRY_5180,CORP_D524,COUNTRY_5180,2015-01-01,2015-02-01,DRUG_ID_8795,2016-02-01 00:00:00,['IND_C3B6'],1.933333333333333,1.0508341312681644,0.0283048284653487,1.006674694138459,1.0090675000452491,1.985074626865672,THER_AREA_980E,1.0258028930318297,10
BRAND_45D9,1.2314294631710363,-1.0,BRAND_45D9_COUNTRY_5180,CORP_39F7,COUNTRY_5180,2015-02-01,2015-02-01,DRUG_ID_F272,-1,['IND_B2EF'],1.933333333333333,1.0508341312681644,0.0014986288894325,1.8920305043928112,2.83312636365058,1.985074626865672,THER_AREA_96D7,1.001929866170575,9
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-02-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.0519107221439183,1.1044776119402986,THER_AREA_96D7,1.0257511790897975,9
BRAND_45CE,1.0113920099875156,1.0670574691096018,BRAND_45CE_COUNTRY_4647,CORP_01C7,COUNTRY_4647,2015-01-01,2015-02-01,DRUG_ID_AB4A,2003-11-01 00:00:00,['IND_10F9'],1.1866666666666668,3.0843657228770502,5.611030474742694e-05,-1.0,1.194809090910136,1.2388059701492538,THER_AREA_96D7,1.113815018066749,9
BRAND_12B2,1.2314294631710363,-1.0,BRAND_12B2_COUNTRY_5180,CORP_8E0A,COUNTRY_5180,2015-01-01,2015-02-01,DRUG_ID_4C1D,-1,"['IND_F338', 'IND_5D13']",1.933333333333333,1.0508341312681644,0.0070105452894052,1.403380457565892,1.0968642473257748,1.985074626865672,THER_AREA_96D7,1.0045889234365697,9
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-02-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,1.9877003679860965,1.985074626865672,THER_AREA_96D7,1.0175072473366535,9
BRAND_9202,1.2314294631710363,-1.0,BRAND_9202_COUNTRY_5180,CORP_49C9,COUNTRY_5180,2015-02-01,2015-02-01,DRUG_ID_F81B,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0053070507960575,1.0071708639006394,1.985074626865672,THER_AREA_980E,1.004250251845492,10
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-02-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.6400477033098304,1.985074626865672,THER_AREA_96D7,1.0478415764789668,9
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-03-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.6490273257510335,1.985074626865672,THER_AREA_96D7,1.060128510288899,9
BRAND_45CE,1.0113920099875156,1.0670574691096018,BRAND_45CE_COUNTRY_4647,CORP_01C7,COUNTRY_4647,2015-01-01,2015-03-01,DRUG_ID_AB4A,2003-11-01 00:00:00,['IND_10F9'],1.1866666666666668,3.0843657228770502,5.611030474742694e-05,-1.0,1.1992498107661884,1.2388059701492538,THER_AREA_96D7,1.2488122905764,9
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-03-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.047180441442334,1.1044776119402986,THER_AREA_96D7,1.0261981020607418,9
BRAND_3E0A,1.0,1.0,BRAND_3E0A_COUNTRY_F78A,CORP_01C7,COUNTRY_F78A,2015-03-01,2015-03-01,DRUG_ID_3210,2020-01-01 00:00:00,['IND_617C'],-1.0,2.254288360748561,0.0420104392108956,-1.0,1.005711905665851,1.0298507462686568,THER_AREA_980E,1.000670058002441,10
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-03-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,2.0311157870801524,1.985074626865672,THER_AREA_96D7,1.025587515792393,9
BRAND_354E,1.2314294631710363,-1.0,BRAND_354E_COUNTRY_5180,CORP_D524,COUNTRY_5180,2015-01-01,2015-03-01,DRUG_ID_8795,-1,['IND_C3B6'],1.933333333333333,1.0508341312681644,0.0283048284653487,1.006674694138459,1.00933392747033,1.985074626865672,THER_AREA_980E,1.0304523482686143,10
BRAND_45D9,1.2314294631710363,-1.0,BRAND_45D9_COUNTRY_5180,CORP_39F7,COUNTRY_5180,2015-02-01,2015-03-01,DRUG_ID_F272,-1,['IND_B2EF'],1.933333333333333,1.0508341312681644,0.0014986288894325,1.8920305043928112,2.858721232809544,1.985074626865672,THER_AREA_96D7,1.003913623521932,9
BRAND_12B2,1.2314294631710363,-1.0,BRAND_12B2_COUNTRY_5180,CORP_8E0A,COUNTRY_5180,2015-01-01,2015-03-01,DRUG_ID_4C1D,-1,"['IND_F338', 'IND_5D13']",1.933333333333333,1.0508341312681644,0.0070105452894052,1.403380457565892,1.0982202497461775,1.985074626865672,THER_AREA_96D7,1.012925454909249,9
BRAND_9202,1.2314294631710363,-1.0,BRAND_9202_COUNTRY_5180,CORP_49C9,COUNTRY_5180,2015-02-01,2015-03-01,DRUG_ID_F81B,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0053070507960575,1.007271481847794,1.985074626865672,THER_AREA_980E,1.006116521314575,10
BRAND_4048,1.2314294631710363,-1.0,BRAND_4048_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2015-04-01,2015-04-01,DRUG_ID_3416,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0092761896267226,1.015481312083616,1.985074626865672,THER_AREA_980E,1.0640290712885925,10
BRAND_45D9,1.2314294631710363,-1.0,BRAND_45D9_COUNTRY_5180,CORP_39F7,COUNTRY_5180,2015-02-01,2015-04-01,DRUG_ID_F272,-1,['IND_B2EF'],1.933333333333333,1.0508341312681644,0.0014986288894325,1.8920305043928112,2.852680358477239,1.985074626865672,THER_AREA_96D7,1.0097522604540845,9
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-04-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.646920129240416,1.985074626865672,THER_AREA_96D7,1.0578901107231342,9
BRAND_3E0A,1.0,1.0,BRAND_3E0A_COUNTRY_F78A,CORP_01C7,COUNTRY_F78A,2015-03-01,2015-04-01,DRUG_ID_3210,2020-01-01 00:00:00,['IND_617C'],-1.0,2.254288360748561,0.0420104392108956,-1.0,1.0057119056235175,1.0298507462686568,THER_AREA_980E,1.0028176797842534,10
BRAND_12B2,1.2314294631710363,-1.0,BRAND_12B2_COUNTRY_5180,CORP_8E0A,COUNTRY_5180,2015-01-01,2015-04-01,DRUG_ID_4C1D,-1,"['IND_F338', 'IND_5D13']",1.933333333333333,1.0508341312681644,0.0070105452894052,1.403380457565892,1.0979020433423383,1.985074626865672,THER_AREA_96D7,1.0174186001809211,9
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-04-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,2.0446830995642333,1.985074626865672,THER_AREA_96D7,1.0222207373879408,9
BRAND_9202,1.2314294631710363,-1.0,BRAND_9202_COUNTRY_5180,CORP_49C9,COUNTRY_5180,2015-02-01,2015-04-01,DRUG_ID_F81B,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0053070507960575,1.007247954785903,1.985074626865672,THER_AREA_980E,1.011705113384235,10
BRAND_354E,1.2314294631710363,-1.0,BRAND_354E_COUNTRY_5180,CORP_D524,COUNTRY_5180,2015-01-01,2015-04-01,DRUG_ID_8795,-1,['IND_C3B6'],1.933333333333333,1.0508341312681644,0.0283048284653487,1.006674694138459,1.009192228003317,1.985074626865672,THER_AREA_980E,1.040770593825133,10
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-04-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.050618438828224,1.1044776119402986,THER_AREA_96D7,1.0415531992561873,9
BRAND_45CE,1.0113920099875156,1.0670574691096018,BRAND_45CE_COUNTRY_4647,CORP_01C7,COUNTRY_4647,2015-01-01,2015-04-01,DRUG_ID_AB4A,2003-11-01 00:00:00,['IND_10F9'],1.1866666666666668,3.0843657228770502,5.611030474742694e-05,-1.0,1.1912559889341727,1.2388059701492538,THER_AREA_96D7,1.2134031622265051,9
BRAND_44D9,1.0519662921348314,1.2413879982534586,BRAND_44D9_COUNTRY_AE54,CORP_5CBD,COUNTRY_AE54,2015-05-01,2015-05-01,DRUG_ID_98E4,-1,['IND_3A0D'],1.52,12.43051547783573,0.1434457824794461,-1.0,1.001772896905346,1.611940298507463,THER_AREA_66C5,1.0061499798201792,6
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-05-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,1.981368987401853,1.985074626865672,THER_AREA_96D7,1.0208740263519358,9
BRAND_354E,1.2314294631710363,-1.0,BRAND_354E_COUNTRY_5180,CORP_D524,COUNTRY_5180,2015-01-01,2015-05-01,DRUG_ID_8795,-1,['IND_C3B6'],1.933333333333333,1.0508341312681644,0.0283048284653487,1.006674694138459,1.00952345316397,1.985074626865672,THER_AREA_980E,1.0438939836345509,10
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-05-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.643796228008803,1.985074626865672,THER_AREA_96D7,1.069132679423024,9
BRAND_4048,1.2314294631710363,-1.0,BRAND_4048_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2015-04-01,2015-05-01,DRUG_ID_3416,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0092761896267226,1.0154813117250625,1.985074626865672,THER_AREA_980E,1.0031648654503935,10
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-05-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.0352908872560238,1.1044776119402986,THER_AREA_96D7,1.030382479093758,9
BRAND_45D9,1.2314294631710363,-1.0,BRAND_45D9_COUNTRY_5180,CORP_39F7,COUNTRY_5180,2015-02-01,2015-05-01,DRUG_ID_F272,-1,['IND_B2EF'],1.933333333333333,1.0508341312681644,0.0014986288894325,1.8920305043928112,2.84375247994596,1.985074626865672,THER_AREA_96D7,1.0097052653011749,9
BRAND_626D,1.0123283395755305,1.130244034176525,BRAND_626D_COUNTRY_77DA,CORP_01C7,COUNTRY_77DA,2015-05-01,2015-05-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",1.2,1.801980753748132,4.676067381364904e-05,-1.0,1.106370007448752,1.2537313432835822,THER_AREA_96D7,1.0015265545569956,9
BRAND_12B2,1.2314294631710363,-1.0,BRAND_12B2_COUNTRY_5180,CORP_8E0A,COUNTRY_5180,2015-01-01,2015-05-01,DRUG_ID_4C1D,-1,"['IND_F338', 'IND_5D13']",1.933333333333333,1.0508341312681644,0.0070105452894052,1.403380457565892,1.0974285295034765,1.985074626865672,THER_AREA_96D7,1.0138469685597828,9
BRAND_3E0A,1.0,1.0,BRAND_3E0A_COUNTRY_F78A,CORP_01C7,COUNTRY_F78A,2015-03-01,2015-05-01,DRUG_ID_3210,2020-01-01 00:00:00,['IND_617C'],-1.0,2.254288360748561,0.0420104392108956,-1.0,1.005711905474927,1.0298507462686568,THER_AREA_980E,1.0040804812887287,10
BRAND_9202,1.2314294631710363,-1.0,BRAND_9202_COUNTRY_5180,CORP_49C9,COUNTRY_5180,2015-02-01,2015-05-01,DRUG_ID_F81B,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0053070507960575,1.00721295054906,1.985074626865672,THER_AREA_980E,1.0114131815376273,10
BRAND_45CE,1.0113920099875156,1.0670574691096018,BRAND_45CE_COUNTRY_4647,CORP_01C7,COUNTRY_4647,2015-01-01,2015-05-01,DRUG_ID_AB4A,2003-11-01 00:00:00,['IND_10F9'],1.1866666666666668,3.0843657228770502,5.611030474742694e-05,-1.0,1.195268547936699,1.2388059701492538,THER_AREA_96D7,1.2687299060029469,9
BRAND_44D9,1.0519662921348314,1.2413879982534586,BRAND_44D9_COUNTRY_AE54,CORP_5CBD,COUNTRY_AE54,2015-05-01,2015-06-01,DRUG_ID_98E4,-1,['IND_3A0D'],1.52,12.43051547783573,0.1434457824794461,-1.0,1.0017760431571294,1.611940298507463,THER_AREA_66C5,1.0089842472758264,6
BRAND_9202,1.2314294631710363,-1.0,BRAND_9202_COUNTRY_5180,CORP_49C9,COUNTRY_5180,2015-02-01,2015-06-01,DRUG_ID_F81B,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0053070507960575,1.007135110726452,1.985074626865672,THER_AREA_980E,1.015669307777233,10
BRAND_45CE,1.0113920099875156,1.0670574691096018,BRAND_45CE_COUNTRY_4647,CORP_01C7,COUNTRY_4647,2015-01-01,2015-06-01,DRUG_ID_AB4A,2003-11-01 00:00:00,['IND_10F9'],1.1866666666666668,3.0843657228770502,5.611030474742694e-05,-1.0,1.1943622858049687,1.2388059701492538,THER_AREA_96D7,1.1375264835153394,9
BRAND_4048,1.2314294631710363,-1.0,BRAND_4048_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2015-04-01,2015-06-01,DRUG_ID_3416,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0092761896267226,1.0154813126253608,1.985074626865672,THER_AREA_980E,1.00837866162182,10
BRAND_3E0A,1.0,1.0,BRAND_3E0A_COUNTRY_F78A,CORP_01C7,COUNTRY_F78A,2015-03-01,2015-06-01,DRUG_ID_3210,2020-01-01 00:00:00,['IND_617C'],-1.0,2.254288360748561,0.0420104392108956,-1.0,1.005711905290912,1.0298507462686568,THER_AREA_980E,1.003539280498518,10
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-06-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.6368454629770453,1.985074626865672,THER_AREA_96D7,1.0516249416966383,9
BRAND_45D9,1.2314294631710363,-1.0,BRAND_45D9_COUNTRY_5180,CORP_39F7,COUNTRY_5180,2015-02-01,2015-06-01,DRUG_ID_F272,-1,['IND_B2EF'],1.933333333333333,1.0508341312681644,0.0014986288894325,1.8920305043928112,2.609270900011105,1.985074626865672,THER_AREA_96D7,1.01185938008183,9
BRAND_354E,1.2314294631710363,-1.0,BRAND_354E_COUNTRY_5180,CORP_D524,COUNTRY_5180,2015-01-01,2015-06-01,DRUG_ID_8795,-1,['IND_C3B6'],1.933333333333333,1.0508341312681644,0.0283048284653487,1.006674694138459,1.0093755880315562,1.985074626865672,THER_AREA_980E,1.0450680962319745,10
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-06-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,1.9926021320108245,1.985074626865672,THER_AREA_96D7,1.0363612069309722,9
BRAND_12B2,1.2314294631710363,-1.0,BRAND_12B2_COUNTRY_5180,CORP_8E0A,COUNTRY_5180,2015-01-01,2015-06-01,DRUG_ID_4C1D,-1,"['IND_F338', 'IND_5D13']",1.933333333333333,1.0508341312681644,0.0070105452894052,1.403380457565892,1.09637795171516,1.985074626865672,THER_AREA_96D7,1.0166401152566342,9
BRAND_626D,1.0123283395755305,1.130244034176525,BRAND_626D_COUNTRY_77DA,CORP_01C7,COUNTRY_77DA,2015-05-01,2015-06-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",1.2,1.801980753748132,4.676067381364904e-05,-1.0,1.151957155421947,1.2537313432835822,THER_AREA_96D7,1.0076327728816068,9
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-06-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.041196043404074,1.1044776119402986,THER_AREA_96D7,1.035466320764043,9
BRAND_3E0A,1.0,1.0,BRAND_3E0A_COUNTRY_F78A,CORP_01C7,COUNTRY_F78A,2015-03-01,2015-07-01,DRUG_ID_3210,2020-01-01 00:00:00,['IND_617C'],-1.0,2.254288360748561,0.0420104392108956,-1.0,1.0057119052997692,1.0298507462686568,THER_AREA_980E,1.0031870705509374,10
BRAND_626D,1.0042134831460674,1.12160615004227,BRAND_626D_COUNTRY_7D31,CORP_01C7,COUNTRY_7D31,2014-12-01,2015-07-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_D925']",1.0266666666666666,11.785259227483737,4.676067381364904e-05,-1.0,1.035645102427574,1.1044776119402986,THER_AREA_96D7,1.0335964598240317,9
BRAND_44D9,1.0519662921348314,1.2413879982534586,BRAND_44D9_COUNTRY_AE54,CORP_5CBD,COUNTRY_AE54,2015-05-01,2015-07-01,DRUG_ID_98E4,-1,['IND_3A0D'],1.52,12.43051547783573,0.1434457824794461,-1.0,1.0017735257175548,1.611940298507463,THER_AREA_66C5,1.0092534477712982,6
BRAND_4AE8,1.0199750312109863,1.24404152444732,BRAND_4AE8_COUNTRY_E319,CORP_01C7,COUNTRY_E319,2015-07-01,2015-07-01,DRUG_ID_7827,-1,['IND_DC0E'],1.0533333333333332,1.7545208513755683,0.0321028423468071,1.0154900474215462,1.0140776545922645,1.1940298507462686,THER_AREA_980E,1.0029693486284317,10
BRAND_4048,1.2314294631710363,-1.0,BRAND_4048_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2015-04-01,2015-07-01,DRUG_ID_3416,-1,['IND_617C'],1.933333333333333,1.0508341312681644,0.0842914615498084,1.0092761896267226,1.0154813120125623,1.985074626865672,THER_AREA_980E,1.014196159740544,10
BRAND_626D,1.0123283395755305,1.130244034176525,BRAND_626D_COUNTRY_77DA,CORP_01C7,COUNTRY_77DA,2015-05-01,2015-07-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",1.2,1.801980753748132,4.676067381364904e-05,-1.0,1.1341187085569764,1.2537313432835822,THER_AREA_96D7,1.0044270083312417,9
BRAND_626D,1.2314294631710363,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2015-07-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.933333333333333,1.0508341312681644,5.091692923762343e-05,-1.0,2.0605116276048285,1.985074626865672,THER_AREA_96D7,1.045114830293884,9
BRAND_45D9,1.2314294631710363,-1.0,BRAND_45D9_COUNTRY_5180,CORP_39F7,COUNTRY_5180,2015-02-01,2015-07-01,DRUG_ID_F272,-1,['IND_B2EF'],1.933333333333333,1.0508341312681644,0.0014986288894325,1.8920305043928112,2.6026027174434887,1.985074626865672,THER_AREA_96D7,1.0084358853557331,9
BRAND_7A2E,1.2314294631710363,-1.0,BRAND_7A2E_COUNTRY_5180,CORP_C868,COUNTRY_5180,2015-07-01,2015-07-01,DRUG_ID_B633,-1,['IND_3A0D'],1.933333333333333,1.0508341312681644,0.0929209526278932,1.007581501137225,1.0171527175991206,1.985074626865672,THER_AREA_66C5,1.0008487222452118,6
BRAND_5F0D,1.2314294631710363,-1.0,BRAND_5F0D_COUNTRY_5180,CORP_8F4F,COUNTRY_5180,2014-10-01,2015-07-01,DRUG_ID_2A56,-1,['IND_7C11'],1.933333333333333,1.0508341312681644,0.0028288092334577,2.597110110154752,1.6341992554266136,1.985074626865672,THER_AREA_96D7,1.0901351708301903,9
