brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,drug_in_other_countries,therapeutic_area_encoded
BRAND_222B,2.04041822721598,2.1465275550588885,BRAND_222B_COUNTRY_C8F4,CORP_6095,COUNTRY_C8F4,2014-10-01,2014-11-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_528C']",-1.0,1.0430342812142084,0.0033466830265671,-1.0,2.308209157613174,2.0,THER_AREA_96D7,1.004131742329459,True,9
BRAND_CCAA,2.04041822721598,2.1465275550588885,BRAND_CCAA_COUNTRY_C8F4,CORP_8F4F,COUNTRY_C8F4,2014-09-01,2014-11-01,DRUG_ID_07FE,-1,['IND_36A0'],-1.0,1.0430342812142084,0.0028536325596307,-1.0,1.9788604416535207,2.0,THER_AREA_96D7,1.0525564162763217,True,9
BRAND_51B0,1.9837702871410736,1.996190719709857,BRAND_51B0_COUNTRY_4242,CORP_A278,COUNTRY_4242,2014-11-01,2014-11-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.0097251507703806,0.0028837695358986,1.2017571243812155,1.3900488236049786,2.0,THER_AREA_6CEE,1.0016425316758824,True,7
BRAND_E31D,1.9837702871410736,1.996190719709857,BRAND_E31D_COUNTRY_4242,CORP_39F7,COUNTRY_4242,2014-10-01,2014-11-01,DRUG_ID_2D81,-1,['IND_10F9'],-1.0,1.0097251507703806,0.0001205549553381,1.3949739107166748,1.3052968344101394,2.0,THER_AREA_96D7,1.0070709826538335,True,9
BRAND_7114,1.9837702871410736,1.996190719709857,BRAND_7114_COUNTRY_4242,CORP_6095,COUNTRY_4242,2014-07-01,2014-11-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.0097251507703806,0.0731178597862985,-1.0,1.2818576660730647,2.0,THER_AREA_CD59,1.3931701331296054,True,11
BRAND_E31D,1.9837702871410736,1.996190719709857,BRAND_E31D_COUNTRY_4242,CORP_39F7,COUNTRY_4242,2014-10-01,2014-12-01,DRUG_ID_2D81,-1,['IND_10F9'],-1.0,1.0097251507703806,0.0001205549553381,1.3949739107166748,2.053635229927801,2.0,THER_AREA_96D7,1.0110923885373304,True,9
BRAND_CCAA,1.9837702871410736,1.996190719709857,BRAND_CCAA_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2014-09-01,2014-12-01,DRUG_ID_07FE,-1,"['IND_36A0', 'IND_F338']",-1.0,1.0097251507703806,0.013845786203971,1.6465682558087678,1.8985961116992032,2.0,THER_AREA_96D7,1.080411516121355,True,9
BRAND_51B0,2.437421972534332,2.002550171593541,BRAND_51B0_COUNTRY_D5B9,CORP_A278,COUNTRY_D5B9,2014-11-01,2014-12-01,DRUG_ID_BD35,2015-12-01 00:00:00,['IND_BAFB'],-1.0,1.005215684469137,0.0028837695358986,1.1461445836863935,1.377856990462319,2.0149253731343286,THER_AREA_6CEE,1.0529070920640664,True,7
BRAND_222B,2.04041822721598,2.1465275550588885,BRAND_222B_COUNTRY_C8F4,CORP_6095,COUNTRY_C8F4,2014-10-01,2014-12-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_528C']",-1.0,1.0430342812142084,0.0033466830265671,-1.0,2.356224808681532,2.0,THER_AREA_96D7,1.0057111881207288,True,9
BRAND_7114,1.9837702871410736,1.996190719709857,BRAND_7114_COUNTRY_4242,CORP_6095,COUNTRY_4242,2014-07-01,2014-12-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.0097251507703806,0.0731178597862985,-1.0,1.2860976893237104,2.0,THER_AREA_CD59,1.7026901711221214,True,11
BRAND_51B0,1.9837702871410736,1.996190719709857,BRAND_51B0_COUNTRY_4242,CORP_A278,COUNTRY_4242,2014-11-01,2014-12-01,DRUG_ID_BD35,2015-12-01 00:00:00,['IND_BAFB'],-1.0,1.0097251507703806,0.0028837695358986,1.2017571243812155,1.617605405832789,2.0,THER_AREA_6CEE,1.065019837318105,True,7
BRAND_D35F,1.9837702871410736,1.996190719709857,BRAND_D35F_COUNTRY_4242,CORP_E8B1,COUNTRY_4242,2014-11-01,2014-12-01,DRUG_ID_645E,-1,['IND_8EA5'],-1.0,1.0097251507703806,0.0176378498534615,2.3222751192971502,3.804224684502029,2.0,THER_AREA_96D7,1.0560920353074583,True,9
BRAND_7114,1.6690074906367045,1.764280790089781,BRAND_7114_COUNTRY_89F9,CORP_6095,COUNTRY_89F9,2014-08-01,2014-12-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.4954848339178637,0.0609816473585694,-1.0,1.283741421504131,1.9402985074626864,THER_AREA_CD59,3.292938973167144,True,11
BRAND_CCAA,2.04041822721598,2.1465275550588885,BRAND_CCAA_COUNTRY_C8F4,CORP_8F4F,COUNTRY_C8F4,2014-09-01,2014-12-01,DRUG_ID_07FE,-1,['IND_36A0'],-1.0,1.0430342812142084,0.0028536325596307,-1.0,1.985235361965504,2.0,THER_AREA_96D7,1.050824236238095,True,9
BRAND_3E0A,2.04041822721598,2.1465275550588885,BRAND_3E0A_COUNTRY_C8F4,CORP_01C7,COUNTRY_C8F4,2014-10-01,2014-12-01,DRUG_ID_3210,-1,['IND_617C'],-1.0,1.0430342812142084,0.0330071092267318,1.0039691388306649,1.012208256978123,2.0,THER_AREA_980E,1.0043275207178084,True,10
BRAND_7114,1.7581148564294633,2.068685064794062,BRAND_7114_COUNTRY_0309,CORP_6095,COUNTRY_0309,2014-11-01,2014-12-01,DRUG_ID_5417,-1,['IND_851C'],2.0133333333333336,1.487478508576705,0.0612440037274702,1.0923828212103643,1.2361035659495392,1.7910447761194028,THER_AREA_CD59,3.779188370211669,True,11
BRAND_222B,2.437421972534332,2.002550171593541,BRAND_222B_COUNTRY_D5B9,CORP_6095,COUNTRY_D5B9,2014-12-01,2014-12-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_4F87', 'IND_528C']",-1.0,1.005215684469137,0.0056297462392259,1.5214288899790394,2.259880141243107,2.0149253731343286,THER_AREA_96D7,1.0106109436284456,True,9
BRAND_51B0,2.418227215980025,1.973249538614279,BRAND_51B0_COUNTRY_D5B9,CORP_A278,COUNTRY_D5B9,2014-11-01,2015-01-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.0056896727843128,0.0028774906065412,1.1461445836863935,1.4400768553205414,2.0149253731343286,THER_AREA_6CEE,1.1084124541854723,True,7
BRAND_FCB2,2.004525593008739,2.0078332660494165,BRAND_FCB2_COUNTRY_4242,CORP_A713,COUNTRY_4242,2015-01-01,2015-01-01,DRUG_ID_30F8,2016-01-01 00:00:00,"['IND_C3B6', 'IND_617C']",-1.0,1.009934333143062,0.1125962900151571,-1.0,1.0143945867623876,2.0,THER_AREA_980E,1.0010001794499697,True,10
BRAND_222B,2.418227215980025,1.973249538614279,BRAND_222B_COUNTRY_D5B9,CORP_6095,COUNTRY_D5B9,2014-12-01,2015-01-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_4F87', 'IND_528C']",-1.0,1.0056896727843128,0.0056174884015254,1.5214288899790394,2.2579251461027656,2.0149253731343286,THER_AREA_96D7,1.0198646468081838,True,9
BRAND_3E0A,2.02621722846442,2.1038451719066,BRAND_3E0A_COUNTRY_C8F4,CORP_01C7,COUNTRY_C8F4,2014-10-01,2015-01-01,DRUG_ID_3210,-1,['IND_617C'],-1.0,1.0438503474469705,0.032932028241037,1.0039691388306649,1.0121775002351885,2.0,THER_AREA_980E,1.006773770121716,True,10
BRAND_7114,1.7309612983770286,1.8319917508971155,BRAND_7114_COUNTRY_89F9,CORP_6095,COUNTRY_89F9,2014-08-01,2015-01-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.4993857440921563,0.0605380249306877,-1.0,1.2853579407983606,1.9402985074626864,THER_AREA_CD59,3.984344177788381,True,11
BRAND_7114,1.7723158551810236,2.085917455621533,BRAND_7114_COUNTRY_0309,CORP_6095,COUNTRY_0309,2014-11-01,2015-01-01,DRUG_ID_5417,-1,['IND_851C'],2.0133333333333336,1.4895755560678503,0.0610000322228121,1.088435980912456,1.2348731278592704,1.7910447761194028,THER_AREA_CD59,5.547507936434146,True,11
BRAND_E31D,2.004525593008739,2.0078332660494165,BRAND_E31D_COUNTRY_4242,CORP_39F7,COUNTRY_4242,2014-10-01,2015-01-01,DRUG_ID_2D81,-1,['IND_10F9'],-1.0,1.009934333143062,0.0001202924669392,1.3949739107166748,1.6163187885553194,2.0,THER_AREA_96D7,1.0155722525701367,True,9
BRAND_761E,2.004525593008739,2.0078332660494165,BRAND_761E_COUNTRY_4242,CORP_5CBD,COUNTRY_4242,2015-01-01,2015-01-01,DRUG_ID_92F5,-1,['IND_F1DB'],-1.0,1.009934333143062,0.0014986288894325,-1.0,1.6094247519177152,2.0,THER_AREA_96D7,1.0051326880047478,True,9
BRAND_CCAA,2.004525593008739,2.0078332660494165,BRAND_CCAA_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2014-09-01,2015-01-01,DRUG_ID_07FE,-1,"['IND_36A0', 'IND_F338']",-1.0,1.009934333143062,0.0140210905788105,1.6337688980065113,1.893576320661196,2.0,THER_AREA_96D7,1.067732785764882,True,9
BRAND_7114,2.004525593008739,2.0078332660494165,BRAND_7114_COUNTRY_4242,CORP_6095,COUNTRY_4242,2014-07-01,2015-01-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.009934333143062,0.0729586577867444,-1.0,1.284499559287256,2.0,THER_AREA_CD59,1.2647699252680011,True,11
BRAND_D35F,2.004525593008739,2.0078332660494165,BRAND_D35F_COUNTRY_4242,CORP_E8B1,COUNTRY_4242,2014-11-01,2015-01-01,DRUG_ID_645E,-1,['IND_8EA5'],-1.0,1.009934333143062,0.0175994463639076,2.327543147660884,3.783097735440261,2.0,THER_AREA_96D7,1.049809498507061,True,9
BRAND_51B0,2.004525593008739,2.0078332660494165,BRAND_51B0_COUNTRY_4242,CORP_A278,COUNTRY_4242,2014-11-01,2015-01-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.009934333143062,0.0028774906065412,1.202872051019043,1.5420367084668305,2.0,THER_AREA_6CEE,1.157497103540589,True,7
BRAND_CCAA,2.02621722846442,2.1038451719066,BRAND_CCAA_COUNTRY_C8F4,CORP_8F4F,COUNTRY_C8F4,2014-09-01,2015-01-01,DRUG_ID_07FE,-1,['IND_36A0'],-1.0,1.0438503474469705,0.0029233100832955,1.5670516879989296,1.9877548018527185,2.0,THER_AREA_96D7,1.0675923111230323,True,9
BRAND_4979,2.004525593008739,2.0078332660494165,BRAND_4979_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2015-01-01,2015-01-01,DRUG_ID_B7E2,-1,['IND_F338'],-1.0,1.009934333143062,0.0070105452894052,2.0061097979752933,1.872860515554652,2.0,THER_AREA_96D7,1.033081267338721,True,9
BRAND_222B,2.02621722846442,2.1038451719066,BRAND_222B_COUNTRY_C8F4,CORP_6095,COUNTRY_C8F4,2014-10-01,2015-01-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_528C']",-1.0,1.0438503474469705,0.0033390703556507,-1.0,1.0,2.0,THER_AREA_96D7,1.0,True,9
BRAND_761E,2.004525593008739,2.0078332660494165,BRAND_761E_COUNTRY_4242,CORP_5CBD,COUNTRY_4242,2015-01-01,2015-02-01,DRUG_ID_92F5,-1,['IND_F1DB'],-1.0,1.009934333143062,0.0014986288894325,-1.0,1.6109120284688851,2.0,THER_AREA_96D7,1.0147924906036512,True,9
BRAND_7114,2.004525593008739,2.0078332660494165,BRAND_7114_COUNTRY_4242,CORP_6095,COUNTRY_4242,2014-07-01,2015-02-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.009934333143062,0.0729586577867444,-1.0,1.2851777239947626,2.0,THER_AREA_CD59,1.4443366166769342,True,11
BRAND_7114,1.7309612983770286,1.8319917508971155,BRAND_7114_COUNTRY_89F9,CORP_6095,COUNTRY_89F9,2014-08-01,2015-02-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.4993857440921563,0.0605380249306877,-1.0,1.286805430082445,1.9402985074626864,THER_AREA_CD59,3.77332853437902,True,11
BRAND_CCAA,2.02621722846442,2.1038451719066,BRAND_CCAA_COUNTRY_C8F4,CORP_8F4F,COUNTRY_C8F4,2014-09-01,2015-02-01,DRUG_ID_07FE,-1,['IND_36A0'],-1.0,1.0438503474469705,0.0029233100832955,1.5670516879989296,1.9773838965735973,2.0,THER_AREA_96D7,1.0545350654588843,True,9
BRAND_D724,2.418227215980025,1.973249538614279,BRAND_D724_COUNTRY_D5B9,CORP_711A,COUNTRY_D5B9,2015-02-01,2015-02-01,DRUG_ID_1D4E,-1,['IND_BAFB'],-1.0,1.0056896727843128,0.0028774906065412,1.2143557953886637,1.269938936027247,2.0149253731343286,THER_AREA_6CEE,1.0051153202308465,True,7
BRAND_FCB2,2.004525593008739,2.0078332660494165,BRAND_FCB2_COUNTRY_4242,CORP_A713,COUNTRY_4242,2015-01-01,2015-02-01,DRUG_ID_30F8,-1,"['IND_C3B6', 'IND_617C']",-1.0,1.009934333143062,0.1125962900151571,-1.0,1.0193501587252818,2.0,THER_AREA_980E,1.0041557507227932,True,10
BRAND_222B,2.02621722846442,2.1038451719066,BRAND_222B_COUNTRY_C8F4,CORP_6095,COUNTRY_C8F4,2014-10-01,2015-02-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_528C']",-1.0,1.0438503474469705,0.0033390703556507,-1.0,2.3656257677328103,2.0,THER_AREA_96D7,1.0071884705361078,True,9
BRAND_51B0,2.004525593008739,2.0078332660494165,BRAND_51B0_COUNTRY_4242,CORP_A278,COUNTRY_4242,2014-11-01,2015-02-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.009934333143062,0.0028774906065412,1.202872051019043,1.4862151595180777,2.0,THER_AREA_6CEE,1.1499791561172337,True,7
BRAND_E31D,2.004525593008739,2.0078332660494165,BRAND_E31D_COUNTRY_4242,CORP_39F7,COUNTRY_4242,2014-10-01,2015-02-01,DRUG_ID_2D81,-1,['IND_10F9'],-1.0,1.009934333143062,0.0001202924669392,1.3949739107166748,1.540555145448511,2.0,THER_AREA_96D7,1.0045526554381283,True,9
BRAND_4979,2.004525593008739,2.0078332660494165,BRAND_4979_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2015-01-01,2015-02-01,DRUG_ID_B7E2,-1,['IND_F338'],-1.0,1.009934333143062,0.0070105452894052,2.0061097979752933,1.7813834558027777,2.0,THER_AREA_96D7,1.0287916825935113,True,9
BRAND_D35F,2.004525593008739,2.0078332660494165,BRAND_D35F_COUNTRY_4242,CORP_E8B1,COUNTRY_4242,2014-11-01,2015-02-01,DRUG_ID_645E,-1,['IND_8EA5'],-1.0,1.009934333143062,0.0175994463639076,2.327543147660884,3.795420662409185,2.0,THER_AREA_96D7,1.0588588749350176,True,9
BRAND_CCAA,2.004525593008739,2.0078332660494165,BRAND_CCAA_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2014-09-01,2015-02-01,DRUG_ID_07FE,-1,"['IND_36A0', 'IND_F338']",-1.0,1.009934333143062,0.0140210905788105,1.6337688980065113,1.8957059518211088,2.0,THER_AREA_96D7,1.0669512359393185,True,9
BRAND_51B0,2.418227215980025,1.973249538614279,BRAND_51B0_COUNTRY_D5B9,CORP_A278,COUNTRY_D5B9,2014-11-01,2015-02-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.0056896727843128,0.0028774906065412,1.1461445836863935,1.3890889500861383,2.0149253731343286,THER_AREA_6CEE,1.1130557796197038,True,7
BRAND_3E0A,2.02621722846442,2.1038451719066,BRAND_3E0A_COUNTRY_C8F4,CORP_01C7,COUNTRY_C8F4,2014-10-01,2015-02-01,DRUG_ID_3210,-1,['IND_617C'],-1.0,1.0438503474469705,0.032932028241037,1.0039691388306649,1.012224431094536,2.0,THER_AREA_980E,1.0084158953560023,True,10
BRAND_4048,2.418227215980025,1.973249538614279,BRAND_4048_COUNTRY_D5B9,CORP_01C7,COUNTRY_D5B9,2015-02-01,2015-02-01,DRUG_ID_3416,-1,['IND_617C'],-1.0,1.0056896727843128,0.0842914615498084,1.006109797975293,1.0116534717458303,2.0149253731343286,THER_AREA_980E,1.0011284832516385,True,10
BRAND_7114,1.7723158551810236,2.085917455621533,BRAND_7114_COUNTRY_0309,CORP_6095,COUNTRY_0309,2014-11-01,2015-02-01,DRUG_ID_5417,2016-02-01 00:00:00,['IND_851C'],2.0133333333333336,1.4895755560678503,0.0610000322228121,1.088435980912456,1.23539492085286,1.7910447761194028,THER_AREA_CD59,5.368278128757212,True,11
BRAND_222B,2.418227215980025,1.973249538614279,BRAND_222B_COUNTRY_D5B9,CORP_6095,COUNTRY_D5B9,2014-12-01,2015-02-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_4F87', 'IND_528C']",-1.0,1.0056896727843128,0.0056174884015254,1.5214288899790394,2.2650751625352155,2.0149253731343286,THER_AREA_96D7,1.0173138827206332,True,9
BRAND_7114,2.004525593008739,2.0078332660494165,BRAND_7114_COUNTRY_4242,CORP_6095,COUNTRY_4242,2014-07-01,2015-03-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9']",-1.0,1.009934333143062,0.0729586577867444,-1.0,1.2885676935478008,2.0,THER_AREA_CD59,1.6258204038344564,True,11
BRAND_152E,1.823501872659176,2.0859838133296744,BRAND_152E_COUNTRY_D8B0,CORP_01C7,COUNTRY_D8B0,2015-03-01,2015-03-01,DRUG_ID_A56F,-1,['IND_851C'],2.0133333333333336,1.6408274088381307,0.0657791020088548,1.047941845426571,1.2640741296653455,1.8955223880597007,THER_AREA_CD59,3.913204397974606,True,11
BRAND_4979,2.004525593008739,2.0078332660494165,BRAND_4979_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2015-01-01,2015-03-01,DRUG_ID_B7E2,-1,['IND_F338'],-1.0,1.009934333143062,0.0070105452894052,2.0061097979752933,1.749238240982277,2.0,THER_AREA_96D7,1.039438894220398,True,9
BRAND_D35F,2.004525593008739,2.0078332660494165,BRAND_D35F_COUNTRY_4242,CORP_E8B1,COUNTRY_4242,2014-11-01,2015-03-01,DRUG_ID_645E,-1,['IND_8EA5'],-1.0,1.009934333143062,0.0175994463639076,2.327543147660884,3.832903195916863,2.0,THER_AREA_96D7,1.04473606526033,True,9
BRAND_222B,2.02621722846442,2.1038451719066,BRAND_222B_COUNTRY_C8F4,CORP_6095,COUNTRY_C8F4,2014-10-01,2015-03-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_528C']",-1.0,1.0438503474469705,0.0033390703556507,-1.0,2.3355426987687187,2.0,THER_AREA_96D7,1.002812046921391,True,9
BRAND_4048,2.418227215980025,1.973249538614279,BRAND_4048_COUNTRY_D5B9,CORP_01C7,COUNTRY_D5B9,2015-02-01,2015-03-01,DRUG_ID_3416,-1,['IND_617C'],-1.0,1.0056896727843128,0.0842914615498084,1.006109797975293,1.0144054930833637,2.0149253731343286,THER_AREA_980E,1.013221134529632,True,10
BRAND_51B0,2.004525593008739,2.0078332660494165,BRAND_51B0_COUNTRY_4242,CORP_A278,COUNTRY_4242,2014-11-01,2015-03-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.009934333143062,0.0028774906065412,1.202872051019043,1.6056340426228448,2.0,THER_AREA_6CEE,1.1530228584934568,True,7
BRAND_CCAA,2.004525593008739,2.0078332660494165,BRAND_CCAA_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2014-09-01,2015-03-01,DRUG_ID_07FE,-1,"['IND_36A0', 'IND_F338']",-1.0,1.009934333143062,0.0140210905788105,1.6337688980065113,1.9055290473658069,2.0,THER_AREA_96D7,1.1048648309576683,True,9
BRAND_761E,2.004525593008739,2.0078332660494165,BRAND_761E_COUNTRY_4242,CORP_5CBD,COUNTRY_4242,2015-01-01,2015-03-01,DRUG_ID_92F5,-1,['IND_F1DB'],-1.0,1.009934333143062,0.0014986288894325,-1.0,1.6181585461330965,2.0,THER_AREA_96D7,1.005206245635389,True,9
BRAND_7B71,2.004525593008739,2.0078332660494165,BRAND_7B71_COUNTRY_4242,CORP_5CBD,COUNTRY_4242,2015-03-01,2015-03-01,DRUG_ID_1A8A,2016-03-01 00:00:00,['IND_617C'],-1.0,1.009934333143062,0.0842914615498084,-1.0,1.009804604234125,2.0,THER_AREA_980E,1.0005986773827191,True,10
BRAND_E31D,2.004525593008739,2.0078332660494165,BRAND_E31D_COUNTRY_4242,CORP_39F7,COUNTRY_4242,2014-10-01,2015-03-01,DRUG_ID_2D81,-1,['IND_10F9'],-1.0,1.009934333143062,0.0001202924669392,1.3949739107166748,1.803740120572097,2.0,THER_AREA_96D7,1.0177692759686658,True,9
BRAND_3E0A,2.02621722846442,2.1038451719066,BRAND_3E0A_COUNTRY_C8F4,CORP_01C7,COUNTRY_C8F4,2014-10-01,2015-03-01,DRUG_ID_3210,-1,['IND_617C'],-1.0,1.0438503474469705,0.032932028241037,1.0039691388306649,1.01299088465029,2.0,THER_AREA_980E,1.0105939918247968,True,10
BRAND_D35F,1.7309612983770286,1.8319917508971155,BRAND_D35F_COUNTRY_89F9,CORP_E8B1,COUNTRY_89F9,2014-09-01,2015-03-01,DRUG_ID_645E,-1,['IND_8EA5'],-1.0,1.4993857440921563,0.0168950254721436,2.6352851982339565,4.13787277852121,1.9402985074626864,THER_AREA_96D7,1.7135491163455416,True,9
