brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,therapeutic_area_encoded
BRAND_FCEB,1.0858302122347063,1.7479239546427776,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2014-10-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.9066666666666667,1.3459380890213386,0.172366627645097,-1.0,1.019364438005807,1.7910447761194028,THER_AREA_66C5,1.0115794524318893,6
BRAND_3FFD,1.3122659176029965,1.862068310073763,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2014-10-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0497862905028728,0.0583583291532072,-1.0,1.0057141313217657,1.671641791044776,THER_AREA_6CEE,1.0008482114283324,7
BRAND_9035,1.2161360799001248,1.6947410816495787,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2014-10-01,DRUG_ID_877B,-1,['IND_3A0D'],1.48,1.3140684823251785,0.1322960848345136,-1.0,1.0096637184824635,1.7014925373134329,THER_AREA_66C5,1.006521343691542,6
BRAND_9035,1.180087390761548,1.6503924902010207,BRAND_9035_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2014-09-01,2014-11-01,DRUG_ID_877B,-1,['IND_3A0D'],1.7466666666666666,1.10811189587983,0.1322960848345136,-1.0,1.0081400924737738,1.462686567164179,THER_AREA_66C5,1.0038135034135591,6
BRAND_3FFD,1.3122659176029965,1.862068310073763,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2014-11-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0497862905028728,0.0583583291532072,-1.0,1.0056259569005632,1.671641791044776,THER_AREA_6CEE,1.0023099139288882,7
BRAND_FCEB,1.0858302122347063,1.7479239546427776,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2014-11-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.9066666666666667,1.3459380890213386,0.172366627645097,-1.0,1.01837978471548,1.7910447761194028,THER_AREA_66C5,1.0149960511301133,6
BRAND_638F,1.0806803995006242,1.2905466899544351,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2014-11-01,DRUG_ID_A22C,-1,['IND_FC21'],1.76,1.597094252528871,0.0032383464938552,-1.0,1.0014426086089565,1.9104477611940296,THER_AREA_644A,1.0012165103984183,4
BRAND_2D21,1.0176342072409488,1.1983449905961,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2014-11-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.736188551301716,0.1678343131449196,1.0,1.0049659555332566,1.1791044776119404,THER_AREA_66C5,1.010037807089699,6
BRAND_9035,1.2161360799001248,1.6947410816495787,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2014-11-01,DRUG_ID_877B,-1,['IND_3A0D'],1.48,1.3140684823251785,0.1322960848345136,-1.0,1.0098324595185877,1.7014925373134329,THER_AREA_66C5,1.0075978902649898,6
BRAND_7A2E,1.093789013732834,1.4273641610992265,BRAND_7A2E_COUNTRY_8DBB,CORP_C868,COUNTRY_8DBB,2014-08-01,2014-11-01,DRUG_ID_B633,-1,['IND_3A0D'],1.3866666666666667,1.934151801449072,0.172366627645097,1.0057976185167017,1.010917864979379,1.5522388059701493,THER_AREA_66C5,1.0492979154022883,6
BRAND_31DA,1.262016229712859,1.3739710798947218,BRAND_31DA_COUNTRY_4D48,CORP_3650,COUNTRY_4D48,2014-12-01,2014-12-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.64,1.3778957629203086,0.1011337147267221,-1.0,1.020887650594579,1.611940298507463,THER_AREA_66C5,1.001583276917866,6
BRAND_3FFD,1.3122659176029965,1.862068310073763,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2014-12-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0497862905028728,0.0583583291532072,-1.0,1.0058017987618857,1.671641791044776,THER_AREA_6CEE,1.00264475439337,7
BRAND_2D21,1.0176342072409488,1.1983449905961,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2014-12-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.736188551301716,0.1678343131449196,1.0,1.0049570932269407,1.1791044776119404,THER_AREA_66C5,1.012336993864119,6
BRAND_9035,1.2161360799001248,1.6947410816495787,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2014-12-01,DRUG_ID_877B,-1,['IND_3A0D'],1.48,1.3140684823251785,0.1322960848345136,-1.0,1.009348783000198,1.7014925373134329,THER_AREA_66C5,1.009015407105473,6
BRAND_638F,1.0806803995006242,1.2905466899544351,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2014-12-01,DRUG_ID_A22C,-1,['IND_FC21'],1.76,1.597094252528871,0.0032383464938552,-1.0,1.0014129338197328,1.9104477611940296,THER_AREA_644A,1.000743749376484,4
BRAND_9035,1.180087390761548,1.6503924902010207,BRAND_9035_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2014-09-01,2014-12-01,DRUG_ID_877B,-1,['IND_3A0D'],1.7466666666666666,1.10811189587983,0.1322960848345136,-1.0,1.0079789692270402,1.462686567164179,THER_AREA_66C5,1.004300822716558,6
BRAND_A368,1.281210986267166,1.792584390271252,BRAND_A368_COUNTRY_6B71,CORP_2F31,COUNTRY_6B71,2014-12-01,2014-12-01,DRUG_ID_52A5,-1,['IND_617C'],1.413333333333333,1.0535113891349526,0.0873946751987922,-1.0,1.0066324440651238,1.656716417910448,THER_AREA_22ED,1.0018363866816349,2
BRAND_7A2E,1.093789013732834,1.4273641610992265,BRAND_7A2E_COUNTRY_8DBB,CORP_C868,COUNTRY_8DBB,2014-08-01,2014-12-01,DRUG_ID_B633,-1,['IND_3A0D'],1.3866666666666667,1.934151801449072,0.172366627645097,1.0057976185167017,1.011019179135792,1.5522388059701493,THER_AREA_66C5,1.0534792069690542,6
BRAND_FCEB,1.0858302122347063,1.7479239546427776,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2014-12-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.9066666666666667,1.3459380890213386,0.172366627645097,-1.0,1.0182645085970463,1.7910447761194028,THER_AREA_66C5,1.0157288179436892,6
BRAND_2D21,1.0199750312109863,1.24404152444732,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2015-01-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7545208513755683,0.1645341047343603,1.0,1.0049131946917325,1.1940298507462686,THER_AREA_66C5,1.010086334693247,6
BRAND_4AB9,1.0912921348314606,1.3993088774716858,BRAND_4AB9_COUNTRY_8DBB,CORP_A682,COUNTRY_8DBB,2015-01-01,2015-01-01,DRUG_ID_E219,2019-08-01 00:00:00,['IND_3A0D'],1.36,1.9462815395223263,0.1702399814503511,1.0052624537305446,1.0141463236892871,1.5223880597014925,THER_AREA_66C5,1.0464061810477028,6
BRAND_7A2E,1.0912921348314606,1.3993088774716858,BRAND_7A2E_COUNTRY_8DBB,CORP_C868,COUNTRY_8DBB,2014-08-01,2015-01-01,DRUG_ID_B633,-1,['IND_3A0D'],1.36,1.9462815395223263,0.1702399814503511,1.0057976185167017,1.0108941519614492,1.5223880597014925,THER_AREA_66C5,1.0549483163143625,6
BRAND_638F,1.0764669163545568,1.2487073419658454,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2015-01-01,DRUG_ID_A22C,-1,['IND_FC21'],1.7333333333333334,1.6098097393269577,0.0032920647234647,1.1011461445836863,1.0013178899641155,1.9104477611940296,THER_AREA_644A,1.0021089074868232,4
BRAND_3FFD,1.3167915106117354,1.8630883540122805,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2015-01-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0493213423630556,0.0585327941724864,1.007284187367138,1.0058596338314307,1.671641791044776,THER_AREA_6CEE,1.0036704746873124,7
BRAND_A368,1.2606117353308366,1.706355738815896,BRAND_A368_COUNTRY_6B71,CORP_2F31,COUNTRY_6B71,2014-12-01,2015-01-01,DRUG_ID_52A5,-1,['IND_617C'],1.346666666666667,1.0530847458407266,0.0873799091955145,-1.0,1.0065977295277218,1.5970149253731345,THER_AREA_22ED,1.002667230336066,2
BRAND_FCEB,1.0869225967540574,1.7253745804120195,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2015-01-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.933333333333333,1.349580791256581,0.1702399814503511,-1.0,1.0185402313844931,1.7910447761194028,THER_AREA_66C5,1.010422963016807,6
BRAND_061C,1.1964731585518102,1.5888230340777705,BRAND_061C_COUNTRY_88A3,CORP_9AE0,COUNTRY_88A3,2015-01-01,2015-01-01,DRUG_ID_4DF9,-1,"['IND_0A78', 'IND_83B5']",2.0,1.0080977370777089,0.2242690387994208,1.00245283860322,1.0059507754263983,1.9253731343283584,THER_AREA_980E,1.0018606504834089,10
BRAND_31DA,1.2919787765293385,1.4299203118845214,BRAND_31DA_COUNTRY_4D48,CORP_3650,COUNTRY_4D48,2014-12-01,2015-01-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.6266666666666667,1.3817023555874,0.100213926397428,1.001962270882576,1.0206984381204751,1.5970149253731345,THER_AREA_66C5,1.050750678607454,6
BRAND_9035,1.1747815230961298,1.6178841597770115,BRAND_9035_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2014-09-01,2015-01-01,DRUG_ID_877B,-1,['IND_3A0D'],1.7466666666666666,1.1095787140031,0.1311660567586742,-1.0,1.007874659514276,1.462686567164179,THER_AREA_66C5,1.0054218103585184,6
BRAND_9035,1.1952247191011236,1.635482598576084,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2015-01-01,DRUG_ID_877B,-1,['IND_3A0D'],1.5066666666666668,1.3176761497416305,0.1311660567586742,-1.0,1.0098832302603225,1.716417910447761,THER_AREA_66C5,1.0105192519985835,6
BRAND_4AB9,1.0912921348314606,1.3993088774716858,BRAND_4AB9_COUNTRY_8DBB,CORP_A682,COUNTRY_8DBB,2015-01-01,2015-02-01,DRUG_ID_E219,2019-08-01 00:00:00,['IND_3A0D'],1.36,1.9462815395223263,0.1702399814503511,1.0052624537305446,1.0140521025402995,1.5223880597014925,THER_AREA_66C5,1.0562603494692382,6
BRAND_638F,1.0764669163545568,1.2487073419658454,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2015-02-01,DRUG_ID_A22C,-1,['IND_FC21'],1.7333333333333334,1.6098097393269577,0.0032920647234647,1.1011461445836863,1.0013219057456135,1.9104477611940296,THER_AREA_644A,1.0014946501892807,4
BRAND_7A2E,1.0912921348314606,1.3993088774716858,BRAND_7A2E_COUNTRY_8DBB,CORP_C868,COUNTRY_8DBB,2014-08-01,2015-02-01,DRUG_ID_B633,-1,['IND_3A0D'],1.36,1.9462815395223263,0.1702399814503511,1.0057976185167017,1.010873923850022,1.5223880597014925,THER_AREA_66C5,1.0571243962208337,6
BRAND_061C,1.1964731585518102,1.5888230340777705,BRAND_061C_COUNTRY_88A3,CORP_9AE0,COUNTRY_88A3,2015-01-01,2015-02-01,DRUG_ID_4DF9,-1,"['IND_0A78', 'IND_83B5']",2.0,1.0080977370777089,0.2242690387994208,1.00245283860322,1.0059647464325352,1.9253731343283584,THER_AREA_980E,1.002549487045352,10
BRAND_A368,1.2606117353308366,1.706355738815896,BRAND_A368_COUNTRY_6B71,CORP_2F31,COUNTRY_6B71,2014-12-01,2015-02-01,DRUG_ID_52A5,-1,['IND_617C'],1.346666666666667,1.0530847458407266,0.0873799091955145,-1.0,1.00661297311936,1.5970149253731345,THER_AREA_22ED,1.0027778221904675,2
BRAND_2D21,1.0199750312109863,1.24404152444732,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2015-02-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7545208513755683,0.1645341047343603,1.0,1.0049135070564217,1.1940298507462686,THER_AREA_66C5,1.00797129740387,6
BRAND_9035,1.1952247191011236,1.635482598576084,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2015-02-01,DRUG_ID_877B,-1,['IND_3A0D'],1.5066666666666668,1.3176761497416305,0.1311660567586742,-1.0,1.0087900237573917,1.716417910447761,THER_AREA_66C5,1.00850433481758,6
BRAND_31DA,1.2919787765293385,1.4299203118845214,BRAND_31DA_COUNTRY_4D48,CORP_3650,COUNTRY_4D48,2014-12-01,2015-02-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.6266666666666667,1.3817023555874,0.100213926397428,1.001962270882576,1.0191872671074862,1.5970149253731345,THER_AREA_66C5,1.050055201426078,6
BRAND_FCEB,1.0869225967540574,1.7253745804120195,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2015-02-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.933333333333333,1.349580791256581,0.1702399814503511,-1.0,1.018849137722054,1.7910447761194028,THER_AREA_66C5,1.0144264903095228,6
BRAND_3FFD,1.3167915106117354,1.8630883540122805,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2015-02-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0493213423630556,0.0585327941724864,1.007284187367138,1.005654173419981,1.671641791044776,THER_AREA_6CEE,1.0033453397435403,7
BRAND_9035,1.1747815230961298,1.6178841597770115,BRAND_9035_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2014-09-01,2015-02-01,DRUG_ID_877B,-1,['IND_3A0D'],1.7466666666666666,1.1095787140031,0.1311660567586742,-1.0,1.007846409498177,1.462686567164179,THER_AREA_66C5,1.005237150056596,6
BRAND_4AB9,1.0912921348314606,1.3993088774716858,BRAND_4AB9_COUNTRY_8DBB,CORP_A682,COUNTRY_8DBB,2015-01-01,2015-03-01,DRUG_ID_E219,2019-08-01 00:00:00,['IND_3A0D'],1.36,1.9462815395223263,0.1702399814503511,1.0052624537305446,1.0141443128061838,1.5223880597014925,THER_AREA_66C5,1.0155459455008449,6
BRAND_31DA,1.2919787765293385,1.4299203118845214,BRAND_31DA_COUNTRY_4D48,CORP_3650,COUNTRY_4D48,2014-12-01,2015-03-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.6266666666666667,1.3817023555874,0.100213926397428,1.001962270882576,1.0196671347956616,1.5970149253731345,THER_AREA_66C5,1.0617838123867678,6
BRAND_2D21,1.0199750312109863,1.24404152444732,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2015-03-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7545208513755683,0.1645341047343603,1.0,1.0049130973935598,1.1940298507462686,THER_AREA_66C5,1.01020509961772,6
BRAND_3FFD,1.3167915106117354,1.8630883540122805,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2015-03-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0493213423630556,0.0585327941724864,1.007284187367138,1.005764267768584,1.671641791044776,THER_AREA_6CEE,1.0032344924806988,7
BRAND_061C,1.1964731585518102,1.5888230340777705,BRAND_061C_COUNTRY_88A3,CORP_9AE0,COUNTRY_88A3,2015-01-01,2015-03-01,DRUG_ID_4DF9,-1,"['IND_0A78', 'IND_83B5']",2.0,1.0080977370777089,0.2242690387994208,1.00245283860322,1.0060376539067095,1.9253731343283584,THER_AREA_980E,1.0035912980709971,10
BRAND_9035,1.1952247191011236,1.635482598576084,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2015-03-01,DRUG_ID_877B,-1,['IND_3A0D'],1.5066666666666668,1.3176761497416305,0.1311660567586742,-1.0,1.008729229673615,1.716417910447761,THER_AREA_66C5,1.0097688620026668,6
BRAND_638F,1.0764669163545568,1.2487073419658454,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2015-03-01,DRUG_ID_A22C,-1,['IND_FC21'],1.7333333333333334,1.6098097393269577,0.0032920647234647,1.1011461445836863,1.001319051358995,1.9104477611940296,THER_AREA_644A,1.0023704457291034,4
BRAND_9035,1.1535580524344569,1.8725858627372696,BRAND_9035_COUNTRY_4253,CORP_5CBD,COUNTRY_4253,2015-03-01,2015-03-01,DRUG_ID_877B,-1,['IND_3A0D'],-1.0,2.6475057804346545,0.1311660567586742,-1.0,1.0121393447583558,1.4029850746268655,THER_AREA_66C5,1.0153743110293485,6
BRAND_7A2E,1.0912921348314606,1.3993088774716858,BRAND_7A2E_COUNTRY_8DBB,CORP_C868,COUNTRY_8DBB,2014-08-01,2015-03-01,DRUG_ID_B633,-1,['IND_3A0D'],1.36,1.9462815395223263,0.1702399814503511,1.0057976185167017,1.0109617119509078,1.5223880597014925,THER_AREA_66C5,1.071583834219081,6
BRAND_FCEB,1.0869225967540574,1.7253745804120195,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2015-03-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.933333333333333,1.349580791256581,0.1702399814503511,-1.0,1.0191764168911643,1.7910447761194028,THER_AREA_66C5,1.0249730710111573,6
BRAND_9035,1.1747815230961298,1.6178841597770115,BRAND_9035_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2014-09-01,2015-03-01,DRUG_ID_877B,-1,['IND_3A0D'],1.7466666666666666,1.1095787140031,0.1311660567586742,-1.0,1.0077061804895748,1.462686567164179,THER_AREA_66C5,1.0064010463164306,6
BRAND_A368,1.2606117353308366,1.706355738815896,BRAND_A368_COUNTRY_6B71,CORP_2F31,COUNTRY_6B71,2014-12-01,2015-03-01,DRUG_ID_52A5,-1,['IND_617C'],1.346666666666667,1.0530847458407266,0.0873799091955145,-1.0,1.0066935289088257,1.5970149253731345,THER_AREA_22ED,1.0044535569635145,2
BRAND_061C,1.1374843945068664,1.516148531109148,BRAND_061C_COUNTRY_9488,CORP_9AE0,COUNTRY_9488,2015-03-01,2015-03-01,DRUG_ID_4DF9,-1,"['IND_6D11', 'IND_0A78', 'IND_83B5']",1.8,1.278494067720202,0.4485380775988417,-1.0,1.0060934388345275,1.7910447761194028,THER_AREA_980E,1.0003849005186682,10
BRAND_BD8D,1.1535580524344569,1.8725858627372696,BRAND_BD8D_COUNTRY_4253,CORP_D2B7,COUNTRY_4253,2015-04-01,2015-04-01,DRUG_ID_0E7C,-1,['IND_7BAA'],-1.0,2.6475057804346545,0.0002287889702801,-1.0,1.1462506188751576,1.4029850746268655,THER_AREA_4BA5,1.0046190616324573,3
BRAND_A368,1.2606117353308366,1.706355738815896,BRAND_A368_COUNTRY_6B71,CORP_2F31,COUNTRY_6B71,2014-12-01,2015-04-01,DRUG_ID_52A5,-1,['IND_617C'],1.346666666666667,1.0530847458407266,0.0873799091955145,-1.0,1.006685584233303,1.5970149253731345,THER_AREA_22ED,1.0070454418098609,2
BRAND_7A2E,1.1535580524344569,1.8725858627372696,BRAND_7A2E_COUNTRY_4253,CORP_C868,COUNTRY_4253,2015-04-01,2015-04-01,DRUG_ID_B633,-1,['IND_3A0D'],-1.0,2.6475057804346545,0.1311660567586742,1.0021406591446282,1.009345860354927,1.4029850746268655,THER_AREA_66C5,1.0655577274921697,6
BRAND_9035,1.1535580524344569,1.8725858627372696,BRAND_9035_COUNTRY_4253,CORP_5CBD,COUNTRY_4253,2015-03-01,2015-04-01,DRUG_ID_877B,-1,['IND_3A0D'],-1.0,2.6475057804346545,0.1311660567586742,-1.0,1.0127277740118563,1.4029850746268655,THER_AREA_66C5,1.050515958251345,6
BRAND_FCEB,1.0869225967540574,1.7253745804120195,BRAND_FCEB_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2014-08-01,2015-04-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.933333333333333,1.349580791256581,0.1702399814503511,-1.0,1.0199716980282645,1.7910447761194028,THER_AREA_66C5,1.0217615652900338,6
BRAND_9035,1.1952247191011236,1.635482598576084,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2015-04-01,DRUG_ID_877B,-1,['IND_3A0D'],1.5066666666666668,1.3176761497416305,0.1311660567586742,-1.0,1.0086119923298902,1.716417910447761,THER_AREA_66C5,1.0110157660054124,6
BRAND_638F,1.0764669163545568,1.2487073419658454,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2015-04-01,DRUG_ID_A22C,-1,['IND_FC21'],1.7333333333333334,1.6098097393269577,0.0032920647234647,1.1011461445836863,1.0013732284270902,1.9104477611940296,THER_AREA_644A,1.0041115650627204,4
BRAND_2D21,1.0199750312109863,1.24404152444732,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2015-04-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7545208513755683,0.1645341047343603,1.0,1.0048965917833967,1.1940298507462686,THER_AREA_66C5,1.01003678545594,6
